,tl,tm,tr,ml,mm,mr,bl,bm,br,result
1764,-,x,x,-,-,-,o,o,-,owin
1765,-,x,x,-,-,-,o,o,o,owin
1766,-,x,x,-,-,o,x,o,o,xwin
1767,-,x,x,-,-,o,-,-,o,xwin
1768,-,x,x,-,-,o,-,o,-,owin
1769,-,x,x,-,-,o,-,o,o,xwin
1770,-,x,x,-,-,o,o,x,o,xwin
1771,-,x,x,-,-,o,o,-,-,owin
1772,-,x,x,-,-,o,o,-,o,xwin
1773,-,x,x,-,-,o,o,o,x,draw
1774,-,x,x,-,-,o,o,o,-,xwin
1775,-,x,x,-,o,x,-,o,o,owin
1776,-,x,x,-,o,x,o,-,o,owin
1777,-,x,x,-,o,x,o,o,-,owin
1778,-,x,x,-,o,x,o,o,o,owin
1779,-,x,x,-,o,-,x,o,o,owin
1780,-,x,x,-,o,-,-,-,o,owin
1781,-,x,x,-,o,-,-,o,-,draw
1782,-,x,x,-,o,-,-,o,o,xwin
1783,-,x,x,-,o,-,o,x,o,owin
1784,-,x,x,-,o,-,o,-,-,owin
1785,-,x,x,-,o,-,o,-,o,xwin
1786,-,x,x,-,o,-,o,o,x,xwin
1787,-,x,x,-,o,-,o,o,-,xwin
1788,-,x,x,-,o,o,x,-,o,owin
1789,-,x,x,-,o,o,x,o,-,owin
1790,-,x,x,-,o,o,x,o,o,xwin
1791,-,x,x,-,o,o,-,x,o,owin
1792,-,x,x,-,o,o,-,-,-,owin
1793,-,x,x,-,o,o,-,-,o,xwin
1794,-,x,x,-,o,o,-,o,x,owin
1795,-,x,x,-,o,o,-,o,-,xwin
1796,-,x,x,-,o,o,o,x,-,owin
1797,-,x,x,-,o,o,o,x,o,xwin
1798,-,x,x,-,o,o,o,-,x,owin
1799,-,x,x,-,o,o,o,-,-,xwin
1800,-,x,x,-,o,o,o,o,x,xwin
1801,-,x,x,o,x,x,o,o,o,owin
1802,-,x,x,o,x,-,-,o,o,owin
1803,-,x,x,o,x,-,o,-,o,owin
1804,-,x,x,o,x,-,o,o,-,owin
1805,-,x,x,o,x,-,o,o,o,owin
1806,-,x,x,o,x,o,x,o,o,xwin
1807,-,x,x,o,x,o,-,-,o,xwin
1808,-,x,x,o,x,o,-,o,-,xwin
1809,-,x,x,o,x,o,-,o,o,xwin
1810,-,x,x,o,x,o,o,x,o,xwin
1811,-,x,x,o,x,o,o,-,-,owin
1812,-,x,x,o,x,o,o,-,o,xwin
1813,-,x,x,o,x,o,o,o,x,owin
1814,-,x,x,o,x,o,o,o,-,xwin
1815,-,x,x,o,-,x,-,o,o,owin
1816,-,x,x,o,-,x,o,-,o,owin
1817,-,x,x,o,-,x,o,o,-,owin
1818,-,x,x,o,-,x,o,o,o,owin
1819,-,x,x,o,-,-,x,o,o,xwin
1820,-,x,x,o,-,-,-,-,o,owin
1821,-,x,x,o,-,-,-,o,-,owin
1822,-,x,x,o,-,-,-,o,o,xwin
1823,-,x,x,o,-,-,o,x,o,owin
1824,-,x,x,o,-,-,o,-,-,owin
1825,-,x,x,o,-,-,o,-,o,xwin
1826,-,x,x,o,-,-,o,o,x,owin
1827,-,x,x,o,-,-,o,o,-,xwin
1828,-,x,x,o,-,o,x,-,o,owin
1829,-,x,x,o,-,o,x,o,-,owin
1830,-,x,x,o,-,o,x,o,o,xwin
1831,-,x,x,o,-,o,-,x,o,owin
1832,-,x,x,o,-,o,-,-,-,owin
1833,-,x,x,o,-,o,-,-,o,xwin
1834,-,x,x,o,-,o,-,o,x,owin
1835,-,x,x,o,-,o,-,o,-,xwin
1836,-,x,x,o,-,o,o,x,-,owin
1837,-,x,x,o,-,o,o,x,o,xwin
1838,-,x,x,o,-,o,o,-,x,owin
1839,-,x,x,o,-,o,o,-,-,xwin
1840,-,x,x,o,-,o,o,o,x,xwin
1841,-,x,x,o,o,x,x,o,o,owin
1842,-,x,x,o,o,x,-,-,o,owin
1843,-,x,x,o,o,x,-,o,-,xwin
1844,-,x,x,o,o,x,-,o,o,xwin
1845,-,x,x,o,o,x,o,x,o,owin
1846,-,x,x,o,o,x,o,-,-,owin
1847,-,x,x,o,o,x,o,-,o,xwin
1848,-,x,x,o,o,x,o,o,x,xwin
1849,-,x,x,o,o,x,o,o,-,xwin
1850,-,x,x,o,o,-,x,-,o,owin
1851,-,x,x,o,o,-,x,o,-,owin
1852,-,x,x,o,o,-,x,o,o,xwin
1853,-,x,x,o,o,-,-,x,o,owin
1854,-,x,x,o,o,-,-,-,-,owin
1855,-,x,x,o,o,-,-,-,o,xwin
1856,-,x,x,o,o,-,-,o,x,owin
1857,-,x,x,o,o,-,-,o,-,xwin
1858,-,x,x,o,o,-,o,x,-,owin
1859,-,x,x,o,o,-,o,x,o,xwin
1860,-,x,x,o,o,-,o,-,x,owin
1861,-,x,x,o,o,-,o,-,-,xwin
1862,-,x,x,o,o,-,o,o,x,xwin
1863,-,x,x,o,o,o,x,x,o,owin
1864,-,x,x,o,o,o,x,-,-,owin
1865,-,x,x,o,o,o,x,-,o,owin
1866,-,x,x,o,o,o,x,o,x,owin
1867,-,x,x,o,o,o,x,o,-,owin
1868,-,x,x,o,o,o,-,x,-,owin
1869,-,x,x,o,o,o,-,x,o,owin
1870,-,x,x,o,o,o,-,-,x,owin
1871,-,x,x,o,o,o,-,-,-,owin
1872,-,x,x,o,o,o,-,o,x,owin
1873,-,x,x,o,o,o,o,x,x,owin
1874,-,x,x,o,o,o,o,x,-,owin
1875,-,x,x,o,o,o,o,-,x,owin
1876,-,x,-,x,x,-,o,o,o,owin
1877,-,x,-,x,x,o,-,o,o,owin
1878,-,x,-,x,x,o,o,-,o,owin
1879,-,x,-,x,x,o,o,o,-,owin
1880,-,x,-,x,x,o,o,o,o,owin
1881,-,x,-,x,-,x,o,o,o,owin
1882,-,x,-,x,-,-,-,o,o,owin
1883,-,x,-,x,-,-,o,-,o,owin
1884,-,x,-,x,-,-,o,o,-,owin
1885,-,x,-,x,-,-,o,o,o,owin
1886,-,x,-,x,-,o,x,o,o,owin
1887,-,x,-,x,-,o,-,-,o,owin
1888,-,x,-,x,-,o,-,o,-,owin
1889,-,x,-,x,-,o,-,o,o,owin
1890,-,x,-,x,-,o,o,x,o,owin
1891,-,x,-,x,-,o,o,-,-,owin
1892,-,x,-,x,-,o,o,-,o,owin
1893,-,x,-,x,-,o,o,o,x,draw
1894,-,x,-,x,-,o,o,o,-,draw
1895,-,x,-,x,o,x,-,o,o,owin
1896,-,x,-,x,o,x,o,-,o,owin
1897,-,x,-,x,o,x,o,o,-,owin
1898,-,x,-,x,o,x,o,o,o,owin
1899,-,x,-,x,o,-,x,o,o,owin
1900,-,x,-,x,o,-,-,-,o,owin
1901,-,x,-,x,o,-,-,o,-,owin
1902,-,x,-,x,o,-,-,o,o,owin
1903,-,x,-,x,o,-,o,x,o,owin
1904,-,x,-,x,o,-,o,-,-,owin
1905,-,x,-,x,o,-,o,-,o,owin
1906,-,x,-,x,o,-,o,o,x,owin
1907,-,x,-,x,o,-,o,o,-,owin
1908,-,x,-,x,o,o,x,-,o,owin
1909,-,x,-,x,o,o,x,o,-,draw
1910,-,x,-,x,o,o,x,o,o,xwin
1911,-,x,-,x,o,o,-,x,o,owin
1912,-,x,-,x,o,o,-,-,-,owin
1913,-,x,-,x,o,o,-,-,o,owin
1914,-,x,-,x,o,o,-,o,x,draw
1915,-,x,-,x,o,o,-,o,-,xwin
1916,-,x,-,x,o,o,o,x,-,owin
1917,-,x,-,x,o,o,o,x,o,owin
1918,-,x,-,x,o,o,o,-,x,owin
1919,-,x,-,x,o,o,o,-,-,draw
1920,-,x,-,x,o,o,o,o,x,draw
1921,-,x,-,-,x,x,o,o,o,owin
1922,-,x,-,-,x,-,-,o,o,owin
1923,-,x,-,-,x,-,o,-,o,owin
1924,-,x,-,-,x,-,o,o,-,owin
1925,-,x,-,-,x,-,o,o,o,owin
1926,-,x,-,-,x,o,x,o,o,owin
1927,-,x,-,-,x,o,-,-,o,owin
1928,-,x,-,-,x,o,-,o,-,owin
1929,-,x,-,-,x,o,-,o,o,owin
1930,-,x,-,-,x,o,o,x,o,xwin
1931,-,x,-,-,x,o,o,-,-,draw
1932,-,x,-,-,x,o,o,-,o,xwin
1933,-,x,-,-,x,o,o,o,x,draw
1934,-,x,-,-,x,o,o,o,-,draw
1935,-,x,-,-,-,x,-,o,o,owin
1936,-,x,-,-,-,x,o,-,o,owin
1937,-,x,-,-,-,x,o,o,-,owin
1938,-,x,-,-,-,x,o,o,o,owin
1939,-,x,-,-,-,-,x,o,o,draw
1940,-,x,-,-,-,-,-,-,o,owin
1941,-,x,-,-,-,-,-,o,-,draw
1942,-,x,-,-,-,-,-,o,o,draw
1943,-,x,-,-,-,-,o,x,o,owin
1944,-,x,-,-,-,-,o,-,-,owin
1945,-,x,-,-,-,-,o,-,o,owin
1946,-,x,-,-,-,-,o,o,x,draw
1947,-,x,-,-,-,-,o,o,-,draw
1948,-,x,-,-,-,o,x,-,o,owin
1949,-,x,-,-,-,o,x,o,-,draw
1950,-,x,-,-,-,o,x,o,o,xwin
1951,-,x,-,-,-,o,-,x,o,owin
1952,-,x,-,-,-,o,-,-,-,owin
1953,-,x,-,-,-,o,-,-,o,xwin
1954,-,x,-,-,-,o,-,o,x,draw
1955,-,x,-,-,-,o,-,o,-,draw
1956,-,x,-,-,-,o,o,x,-,owin
1957,-,x,-,-,-,o,o,x,o,xwin
1958,-,x,-,-,-,o,o,-,x,owin
1959,-,x,-,-,-,o,o,-,-,draw
1960,-,x,-,-,-,o,o,o,x,xwin
1961,-,x,-,-,o,x,x,o,o,owin
1962,-,x,-,-,o,x,-,-,o,owin
1963,-,x,-,-,o,x,-,o,-,owin
1964,-,x,-,-,o,x,-,o,o,owin
1965,-,x,-,-,o,x,o,x,o,owin
1966,-,x,-,-,o,x,o,-,-,owin
1967,-,x,-,-,o,x,o,-,o,owin
1968,-,x,-,-,o,x,o,o,x,owin
1969,-,x,-,-,o,x,o,o,-,owin
1970,-,x,-,-,o,-,x,-,o,owin
1971,-,x,-,-,o,-,x,o,-,draw
1972,-,x,-,-,o,-,x,o,o,xwin
1973,-,x,-,-,o,-,-,x,o,owin
1974,-,x,-,-,o,-,-,-,-,owin
1975,-,x,-,-,o,-,-,-,o,owin
1976,-,x,-,-,o,-,-,o,x,draw
1977,-,x,-,-,o,-,-,o,-,draw
1978,-,x,-,-,o,-,o,x,-,owin
1979,-,x,-,-,o,-,o,x,o,owin
1980,-,x,-,-,o,-,o,-,x,owin
1981,-,x,-,-,o,-,o,-,-,owin
1982,-,x,-,-,o,-,o,o,x,xwin
1983,-,x,-,-,o,o,x,x,o,owin
1984,-,x,-,-,o,o,x,-,-,owin
1985,-,x,-,-,o,o,x,-,o,owin
1986,-,x,-,-,o,o,x,o,x,owin
1987,-,x,-,-,o,o,x,o,-,draw
1988,-,x,-,-,o,o,-,x,-,owin
1989,-,x,-,-,o,o,-,x,o,owin
1990,-,x,-,-,o,o,-,-,x,owin
1991,-,x,-,-,o,o,-,-,-,owin
1992,-,x,-,-,o,o,-,o,x,draw
1993,-,x,-,-,o,o,o,x,x,owin
1994,-,x,-,-,o,o,o,x,-,owin
1995,-,x,-,-,o,o,o,-,x,owin
1996,-,x,-,o,x,x,-,o,o,owin
1997,-,x,-,o,x,x,o,-,o,owin
1998,-,x,-,o,x,x,o,o,-,owin
1999,-,x,-,o,x,x,o,o,o,owin
2000,-,x,-,o,x,-,x,o,o,draw
2001,-,x,-,o,x,-,-,-,o,draw
2002,-,x,-,o,x,-,-,o,-,owin
2003,-,x,-,o,x,-,-,o,o,draw
2004,-,x,-,o,x,-,o,x,o,xwin
2005,-,x,-,o,x,-,o,-,-,owin
2006,-,x,-,o,x,-,o,-,o,xwin
2007,-,x,-,o,x,-,o,o,x,owin
2008,-,x,-,o,x,-,o,o,-,owin
2009,-,x,-,o,x,o,x,-,o,owin
2010,-,x,-,o,x,o,x,o,-,draw
2011,-,x,-,o,x,o,x,o,o,xwin
2012,-,x,-,o,x,o,-,x,o,xwin
2013,-,x,-,o,x,o,-,-,-,xwin
2014,-,x,-,o,x,o,-,-,o,xwin
2015,-,x,-,o,x,o,-,o,x,draw
2016,-,x,-,o,x,o,-,o,-,xwin
2017,-,x,-,o,x,o,o,x,-,xwin
2018,-,x,-,o,x,o,o,x,o,xwin
2019,-,x,-,o,x,o,o,-,x,owin
2020,-,x,-,o,x,o,o,-,-,xwin
2021,-,x,-,o,x,o,o,o,x,xwin
2022,-,x,-,o,-,x,x,o,o,draw
2023,-,x,-,o,-,x,-,-,o,owin
2024,-,x,-,o,-,x,-,o,-,owin
2025,-,x,-,o,-,x,-,o,o,draw
2026,-,x,-,o,-,x,o,x,o,owin
2027,-,x,-,o,-,x,o,-,-,owin
2028,-,x,-,o,-,x,o,-,o,owin
2029,-,x,-,o,-,x,o,o,x,owin
2030,-,x,-,o,-,x,o,o,-,owin
2031,-,x,-,o,-,-,x,-,o,owin
2032,-,x,-,o,-,-,x,o,-,draw
2033,-,x,-,o,-,-,x,o,o,xwin
2034,-,x,-,o,-,-,-,x,o,owin
2035,-,x,-,o,-,-,-,-,-,owin
2036,-,x,-,o,-,-,-,-,o,draw
2037,-,x,-,o,-,-,-,o,x,draw
2038,-,x,-,o,-,-,-,o,-,draw
2039,-,x,-,o,-,-,o,x,-,owin
2040,-,x,-,o,-,-,o,x,o,xwin
2041,-,x,-,o,-,-,o,-,x,owin
2042,-,x,-,o,-,-,o,-,-,xwin
2043,-,x,-,o,-,-,o,o,x,xwin
2044,-,x,-,o,-,o,x,x,o,owin
2045,-,x,-,o,-,o,x,-,-,owin
2046,-,x,-,o,-,o,x,-,o,owin
2047,-,x,-,o,-,o,x,o,x,owin
2048,-,x,-,o,-,o,x,o,-,draw
2049,-,x,-,o,-,o,-,x,-,owin
2050,-,x,-,o,-,o,-,x,o,xwin
2051,-,x,-,o,-,o,-,-,x,owin
2052,-,x,-,o,-,o,-,-,-,xwin
2053,-,x,-,o,-,o,-,o,x,draw
2054,-,x,-,o,-,o,o,x,x,owin
2055,-,x,-,o,-,o,o,x,-,xwin
2056,-,x,-,o,-,o,o,-,x,owin
2057,-,x,-,o,o,x,x,-,o,owin
2058,-,x,-,o,o,x,x,o,-,draw
2059,-,x,-,o,o,x,x,o,o,draw
2060,-,x,-,o,o,x,-,x,o,owin
2061,-,x,-,o,o,x,-,-,-,owin
2062,-,x,-,o,o,x,-,-,o,draw
2063,-,x,-,o,o,x,-,o,x,draw
2064,-,x,-,o,o,x,-,o,-,xwin
2065,-,x,-,o,o,x,o,x,-,owin
2066,-,x,-,o,o,x,o,x,o,owin
2067,-,x,-,o,o,x,o,-,x,owin
2068,-,x,-,o,o,x,o,-,-,owin
2069,-,x,-,o,o,x,o,o,x,xwin
2070,-,x,-,o,o,-,x,x,o,owin
2071,-,x,-,o,o,-,x,-,-,owin
2072,-,x,-,o,o,-,x,-,o,owin
2073,-,x,-,o,o,-,x,o,x,owin
2074,-,x,-,o,o,-,x,o,-,draw
2075,-,x,-,o,o,-,-,x,-,owin
2076,-,x,-,o,o,-,-,x,o,owin
2077,-,x,-,o,o,-,-,-,x,owin
2078,-,x,-,o,o,-,-,-,-,owin
2079,-,x,-,o,o,-,-,o,x,draw
2080,-,x,-,o,o,-,o,x,x,owin
2081,-,x,-,o,o,-,o,x,-,owin
2082,-,x,-,o,o,-,o,-,x,owin
2083,-,x,-,o,o,o,x,x,-,owin
2084,-,x,-,o,o,o,x,x,o,owin
2085,-,x,-,o,o,o,x,-,x,owin
2086,-,x,-,o,o,o,x,-,-,owin
2087,-,x,-,o,o,o,x,o,x,owin
2088,-,x,-,o,o,o,-,x,x,owin
2089,-,x,-,o,o,o,-,x,-,owin
2090,-,x,-,o,o,o,-,-,x,owin
2091,-,x,-,o,o,o,o,x,x,owin
2092,-,x,o,x,x,-,-,o,o,owin
2093,-,x,o,x,x,-,o,-,o,owin
2094,-,x,o,x,x,-,o,o,-,owin
2095,-,x,o,x,x,-,o,o,o,owin
2096,-,x,o,x,x,o,x,o,o,owin
2097,-,x,o,x,x,o,-,-,o,owin
2098,-,x,o,x,x,o,-,o,-,owin
2099,-,x,o,x,x,o,-,o,o,owin
2100,-,x,o,x,x,o,o,-,-,owin
2101,-,x,o,x,x,o,o,-,o,owin
2102,-,x,o,x,x,o,o,o,x,draw
2103,-,x,o,x,x,o,o,o,-,draw
2104,-,x,o,x,-,x,-,o,o,owin
2105,-,x,o,x,-,x,o,-,o,owin
2106,-,x,o,x,-,x,o,o,-,owin
2107,-,x,o,x,-,x,o,o,o,owin
2108,-,x,o,x,-,-,x,o,o,owin
2109,-,x,o,x,-,-,-,-,o,owin
2110,-,x,o,x,-,-,-,o,-,owin
2111,-,x,o,x,-,-,-,o,o,owin
2112,-,x,o,x,-,-,o,x,o,owin
2113,-,x,o,x,-,-,o,-,-,owin
2114,-,x,o,x,-,-,o,-,o,owin
2115,-,x,o,x,-,-,o,o,x,owin
2116,-,x,o,x,-,-,o,o,-,owin
2117,-,x,o,x,-,o,x,-,o,owin
2118,-,x,o,x,-,o,x,o,-,owin
2119,-,x,o,x,-,o,x,o,o,owin
2120,-,x,o,x,-,o,-,x,o,owin
2121,-,x,o,x,-,o,-,-,-,owin
2122,-,x,o,x,-,o,-,-,o,owin
2123,-,x,o,x,-,o,-,o,x,draw
2124,-,x,o,x,-,o,-,o,-,draw
2125,-,x,o,x,-,o,o,x,-,owin
2126,-,x,o,x,-,o,o,x,o,owin
2127,-,x,o,x,-,o,o,-,x,owin
2128,-,x,o,x,-,o,o,-,-,owin
2129,-,x,o,x,-,o,o,o,x,draw
2130,-,x,o,x,o,x,x,o,o,owin
2131,-,x,o,x,o,x,-,-,o,owin
2132,-,x,o,x,o,x,-,o,-,owin
2133,-,x,o,x,o,x,-,o,o,owin
2134,-,x,o,x,o,x,o,x,o,owin
2135,-,x,o,x,o,x,o,-,-,owin
2136,-,x,o,x,o,x,o,-,o,owin
2137,-,x,o,x,o,x,o,o,x,owin
2138,-,x,o,x,o,x,o,o,-,owin
2139,-,x,o,x,o,-,x,-,o,owin
2140,-,x,o,x,o,-,x,o,-,draw
2141,-,x,o,x,o,-,x,o,o,xwin
2142,-,x,o,x,o,-,-,x,o,owin
2143,-,x,o,x,o,-,-,-,-,owin
2144,-,x,o,x,o,-,-,-,o,owin
2145,-,x,o,x,o,-,-,o,x,owin
2146,-,x,o,x,o,-,-,o,-,draw
2147,-,x,o,x,o,-,o,x,-,owin
2148,-,x,o,x,o,-,o,x,o,owin
2149,-,x,o,x,o,-,o,-,x,owin
2150,-,x,o,x,o,-,o,-,-,owin
2151,-,x,o,x,o,-,o,o,x,owin
2152,-,x,o,x,o,o,x,x,o,owin
2153,-,x,o,x,o,o,x,-,-,owin
2154,-,x,o,x,o,o,x,-,o,owin
2155,-,x,o,x,o,o,x,o,x,draw
2156,-,x,o,x,o,o,x,o,-,xwin
2157,-,x,o,x,o,o,-,x,-,owin
2158,-,x,o,x,o,o,-,x,o,owin
2159,-,x,o,x,o,o,-,-,x,owin
2160,-,x,o,x,o,o,-,-,-,owin
2161,-,x,o,x,o,o,-,o,x,draw
2162,-,x,o,x,o,o,o,x,x,owin
2163,-,x,o,x,o,o,o,x,-,owin
2164,-,x,o,x,o,o,o,-,x,owin
2165,-,x,o,-,x,x,-,o,o,owin
2166,-,x,o,-,x,x,o,-,o,owin
2167,-,x,o,-,x,x,o,o,-,owin
2168,-,x,o,-,x,x,o,o,o,owin
2169,-,x,o,-,x,-,x,o,o,owin
2170,-,x,o,-,x,-,-,-,o,owin
2171,-,x,o,-,x,-,-,o,-,owin
2172,-,x,o,-,x,-,-,o,o,owin
2173,-,x,o,-,x,-,o,x,o,xwin
2174,-,x,o,-,x,-,o,-,-,draw
2175,-,x,o,-,x,-,o,-,o,xwin
2176,-,x,o,-,x,-,o,o,x,draw
2177,-,x,o,-,x,-,o,o,-,draw
2178,-,x,o,-,x,o,x,-,o,owin
2179,-,x,o,-,x,o,x,o,-,owin
2180,-,x,o,-,x,o,x,o,o,owin
2181,-,x,o,-,x,o,-,-,-,owin
2182,-,x,o,-,x,o,-,-,o,owin
2183,-,x,o,-,x,o,-,o,x,draw
2184,-,x,o,-,x,o,-,o,-,draw
2185,-,x,o,-,x,o,o,x,-,xwin
2186,-,x,o,-,x,o,o,-,x,xwin
2187,-,x,o,-,x,o,o,-,-,xwin
2188,-,x,o,-,x,o,o,o,x,xwin
2189,-,x,o,-,-,x,x,o,o,draw
2190,-,x,o,-,-,x,-,-,o,owin
2191,-,x,o,-,-,x,-,o,-,owin
2192,-,x,o,-,-,x,-,o,o,draw
2193,-,x,o,-,-,x,o,x,o,owin
2194,-,x,o,-,-,x,o,-,-,owin
2195,-,x,o,-,-,x,o,-,o,owin
2196,-,x,o,-,-,x,o,o,x,owin
2197,-,x,o,-,-,x,o,o,-,owin
2198,-,x,o,-,-,-,x,-,o,owin
2199,-,x,o,-,-,-,x,o,-,draw
2200,-,x,o,-,-,-,x,o,o,draw
2201,-,x,o,-,-,-,-,x,o,owin
2202,-,x,o,-,-,-,-,-,-,owin
2203,-,x,o,-,-,-,-,-,o,owin
2204,-,x,o,-,-,-,-,o,x,draw
2205,-,x,o,-,-,-,-,o,-,draw
2206,-,x,o,-,-,-,o,x,-,owin
2207,-,x,o,-,-,-,o,x,o,xwin
2208,-,x,o,-,-,-,o,-,x,owin
2209,-,x,o,-,-,-,o,-,-,draw
2210,-,x,o,-,-,-,o,o,x,draw
2211,-,x,o,-,-,o,x,x,o,owin
2212,-,x,o,-,-,o,x,-,-,owin
2213,-,x,o,-,-,o,x,-,o,owin
2214,-,x,o,-,-,o,x,o,x,draw
2215,-,x,o,-,-,o,x,o,-,draw
2216,-,x,o,-,-,o,-,x,-,owin
2217,-,x,o,-,-,o,-,x,o,owin
2218,-,x,o,-,-,o,-,-,x,owin
2219,-,x,o,-,-,o,-,-,-,owin
2220,-,x,o,-,-,o,-,o,x,draw
2221,-,x,o,-,-,o,o,x,x,owin
2222,-,x,o,-,-,o,o,x,-,xwin
2223,-,x,o,-,-,o,o,-,x,xwin
2224,-,x,o,-,o,x,x,-,o,owin
2225,-,x,o,-,o,x,x,o,-,draw
2226,-,x,o,-,o,x,x,o,o,draw
2227,-,x,o,-,o,x,-,x,o,owin
2228,-,x,o,-,o,x,-,-,-,owin
2229,-,x,o,-,o,x,-,-,o,owin
2230,-,x,o,-,o,x,-,o,x,owin
2231,-,x,o,-,o,x,-,o,-,draw
2232,-,x,o,-,o,x,o,x,-,owin
2233,-,x,o,-,o,x,o,x,o,owin
2234,-,x,o,-,o,x,o,-,x,owin
2235,-,x,o,-,o,x,o,-,-,owin
2236,-,x,o,-,o,x,o,o,x,owin
2237,-,x,o,-,o,-,x,x,o,owin
2238,-,x,o,-,o,-,x,-,-,owin
2239,-,x,o,-,o,-,x,-,o,owin
2240,-,x,o,-,o,-,x,o,x,draw
2241,-,x,o,-,o,-,x,o,-,draw
2242,-,x,o,-,o,-,-,x,-,owin
2243,-,x,o,-,o,-,-,x,o,owin
2244,-,x,o,-,o,-,-,-,x,owin
2245,-,x,o,-,o,-,-,-,-,owin
2246,-,x,o,-,o,-,-,o,x,draw
2247,-,x,o,-,o,-,o,x,x,owin
2248,-,x,o,-,o,-,o,x,-,owin
2249,-,x,o,-,o,-,o,-,x,owin
2250,-,x,o,-,o,o,x,x,-,owin
2251,-,x,o,-,o,o,x,x,o,owin
2252,-,x,o,-,o,o,x,-,x,owin
2253,-,x,o,-,o,o,x,-,-,owin
2254,-,x,o,-,o,o,x,o,x,draw
2255,-,x,o,-,o,o,-,x,x,owin
2256,-,x,o,-,o,o,-,x,-,owin
2257,-,x,o,-,o,o,-,-,x,owin
2258,-,x,o,-,o,o,o,x,x,owin
2259,-,x,o,o,x,x,x,o,o,draw
2260,-,x,o,o,x,x,-,-,o,draw
2261,-,x,o,o,x,x,-,o,-,owin
2262,-,x,o,o,x,x,-,o,o,draw
2263,-,x,o,o,x,x,o,x,o,xwin
2264,-,x,o,o,x,x,o,-,-,owin
2265,-,x,o,o,x,x,o,-,o,xwin
2266,-,x,o,o,x,x,o,o,x,owin
2267,-,x,o,o,x,x,o,o,-,owin
2268,-,x,o,o,x,-,x,-,o,owin
2269,-,x,o,o,x,-,x,o,-,draw
2270,-,x,o,o,x,-,x,o,o,draw
2271,-,x,o,o,x,-,-,x,o,xwin
2272,-,x,o,o,x,-,-,-,-,draw
2273,-,x,o,o,x,-,-,-,o,xwin
2274,-,x,o,o,x,-,-,o,x,draw
2275,-,x,o,o,x,-,-,o,-,draw
2276,-,x,o,o,x,-,o,x,-,xwin
2277,-,x,o,o,x,-,o,x,o,xwin
2278,-,x,o,o,x,-,o,-,x,owin
2279,-,x,o,o,x,-,o,-,-,xwin
2280,-,x,o,o,x,-,o,o,x,xwin
2281,-,x,o,o,x,o,x,-,-,owin
2282,-,x,o,o,x,o,x,-,o,owin
2283,-,x,o,o,x,o,x,o,x,draw
2284,-,x,o,o,x,o,x,o,-,draw
2285,-,x,o,o,x,o,-,x,-,xwin
2286,-,x,o,o,x,o,-,-,x,xwin
2287,-,x,o,o,x,o,-,-,-,xwin
2288,-,x,o,o,x,o,-,o,x,xwin
2289,-,x,o,o,x,o,o,x,x,xwin
2290,-,x,o,o,x,o,o,x,-,xwin
2291,-,x,o,o,x,o,o,-,x,xwin
2292,-,x,o,o,-,x,x,-,o,draw
2293,-,x,o,o,-,x,x,o,-,draw
2294,-,x,o,o,-,x,x,o,o,draw
2295,-,x,o,o,-,x,-,x,o,owin
2296,-,x,o,o,-,x,-,-,-,owin
2297,-,x,o,o,-,x,-,-,o,draw
2298,-,x,o,o,-,x,-,o,x,owin
2299,-,x,o,o,-,x,-,o,-,draw
2300,-,x,o,o,-,x,o,x,-,owin
2301,-,x,o,o,-,x,o,x,o,xwin
2302,-,x,o,o,-,x,o,-,x,owin
2303,-,x,o,o,-,x,o,-,-,owin
2304,-,x,o,o,-,x,o,o,x,owin
2305,-,x,o,o,-,-,x,x,o,owin
2306,-,x,o,o,-,-,x,-,-,owin
2307,-,x,o,o,-,-,x,-,o,draw
2308,-,x,o,o,-,-,x,o,x,draw
2309,-,x,o,o,-,-,x,o,-,draw
2310,-,x,o,o,-,-,-,x,-,owin
2311,-,x,o,o,-,-,-,x,o,xwin
2312,-,x,o,o,-,-,-,-,x,owin
2313,-,x,o,o,-,-,-,-,-,draw
2314,-,x,o,o,-,-,-,o,x,draw
2315,-,x,o,o,-,-,o,x,x,owin
2316,-,x,o,o,-,-,o,x,-,xwin
2317,-,x,o,o,-,-,o,-,x,owin
2318,-,x,o,o,-,o,x,x,-,owin
2319,-,x,o,o,-,o,x,x,o,owin
2320,-,x,o,o,-,o,x,-,x,owin
2321,-,x,o,o,-,o,x,-,-,owin
2322,-,x,o,o,-,o,x,o,x,draw
2323,-,x,o,o,-,o,-,x,x,owin
2324,-,x,o,o,-,o,-,x,-,xwin
2325,-,x,o,o,-,o,-,-,x,xwin
2326,-,x,o,o,-,o,o,x,x,xwin
2327,-,x,o,o,o,x,x,x,o,owin
2328,-,x,o,o,o,x,x,-,-,draw
2329,-,x,o,o,o,x,x,-,o,draw
2330,-,x,o,o,o,x,x,o,x,draw
2331,-,x,o,o,o,x,x,o,-,draw
2332,-,x,o,o,o,x,-,x,-,owin
2333,-,x,o,o,o,x,-,x,o,owin
2334,-,x,o,o,o,x,-,-,x,owin
2335,-,x,o,o,o,x,-,-,-,draw
2336,-,x,o,o,o,x,-,o,x,draw
2337,-,x,o,o,o,x,o,x,x,owin
2338,-,x,o,o,o,x,o,x,-,owin
2339,-,x,o,o,o,x,o,-,x,owin
2340,-,x,o,o,o,-,x,x,-,owin
